ID,LTV,CLTV,Orig_Bal,Orig_Term,Orig_Rate,State,FICO,Occupancy,Type
2537,85,85,378250,360,9.75,CA,520,OO,ARM
2538,83.27,83.27,105750,360,8.95,AL,605,OO,Fix
2539,79.45,99.32,116000,360,7.95,MO,615,OO,ARM
2540,80,80,272000,360,7.85,NY,618,OO,ARM
2541,95,95,125400,480,8.65,MI,593,OO,ARM
2542,90,90,533700,360,8.05,CA,689,OO,Fix
2543,90,90,256500,480,8.88,WI,611,OO,ARM
2544,75,75,211500,480,8.6,FL,545,OO,ARM
2545,80,100,179120,360,7.5,FL,606,OO,ARM
2546,85,100,76500,360,10.85,TX,565,OO,ARM
2547,80,100,153600,480,7.2,FL,610,OO,ARM
2548,80,100,479200,360,7.35,CA,640,OO,ARM
2549,46.31,46.31,90300,240,9.45,TX,607,OO,Fix
2550,90,90,224100,480,7.75,CO,567,OO,Fix
2551,80,80,92800,240,9.65,TX,519,OO,Fix
2552,85,85,136000,360,7.7,KS,522,OO,ARM
2553,20,100,72000,360,11.2,WA,624,OO,Fix
2554,85,85,164900,360,9.8,FL,511,OO,ARM
2555,72.5,72.5,169648,360,8.9,ME,582,OO,Fix
2556,80,80,160000,360,9.925,MI,507,OO,ARM
2557,84.69,84.69,166000,360,7.45,NY,654,OO,Fix
2558,75,75,307500,360,10.7,NM,503,OO,Fix
2559,80,100,271200,480,8.45,CA,603,OO,ARM
2560,90,90,211500,360,9.2,FL,512,OO,ARM
2561,95,95,95000,360,7.95,OH,617,OO,ARM
2562,80,80,82400,360,8.4,TX,532,OO,Fix
2563,59.09,59.09,195000,360,7.75,FL,555,OO,Fix
2564,80,100,558800,360,7.2,CA,628,OO,ARM
2565,90,100,85500,360,10.5,TX,550,OO,ARM
2566,74.7,74.7,119525,360,8,IL,612,OO,ARM
2567,90,90,149967,360,9.4,IL,676,IO,ARM
2568,80,100,303200,360,7.99,NV,653,OO,ARM
2569,93.64,93.64,265000,360,7.65,AZ,613,OO,ARM
2570,85,95,331500,360,6.875,FL,626,OO,ARM
2571,85,85,154700,360,9.9,CT,732,OO,ARM
2572,89.93,89.93,598000,360,7.85,MD,680,OO,ARM
2573,80,100,156000,360,8.7,IL,641,OO,ARM
2574,80,100,164800,480,7.775,MI,668,OO,ARM
2575,89.49,89.49,157500,360,9.95,NC,600,OO,ARM
2576,85,85,148750,360,8.7,IL,572,IO,ARM
2577,95,95,151050,360,9.4,TX,605,OO,ARM
2578,85,85,616250,360,8.55,IL,540,OO,ARM
2579,95,95,195700,360,7.5,NJ,744,OO,ARM
2580,80,80,68000,360,8.7,OH,589,OO,Fix
2581,95,95,194750,360,7.95,CO,623,OO,Fix
2582,80,100,168000,360,7.1,FL,611,OO,ARM
2583,20,100,44000,360,12,NC,655,OO,Fix
2584,95,95,159600,360,9.85,NC,606,OO,ARM
2585,50.86,50.86,295000,360,7.75,NY,634,OO,Fix
2586,75,75,78750,360,9.85,MD,518,OO,Fix
2587,95,95,128250,360,7.7,MI,601,OO,Fix
2588,58.82,58.82,50000,360,7.05,IL,763,OO,Fix
2589,80,100,600000,360,7.99,CA,651,OO,ARM
2590,90,90,169200,360,8.99,FL,529,OO,ARM
2591,90,90,382500,360,9,NJ,613,IO,ARM
2592,80,100,455200,480,9.825,CA,661,OO,ARM
2593,95,95,152950,360,10.55,NY,643,OO,Fix
2594,80,100,300000,480,7.85,FL,674,OO,ARM
2595,95,95,312550,480,9.95,PA,696,OO,ARM
2596,90,90,90000,360,11.2,MI,628,OO,ARM
2597,93.23,93.23,216300,360,7.45,IL,642,OO,ARM
2598,90,90,207000,360,8.4,FL,631,IO,ARM
2599,95,95,247000,360,9.99,RI,603,OO,ARM
2600,20,100,41200,360,11,MI,668,OO,Fix
2601,100,100,95000,360,10,MO,625,OO,Fix
2602,90,100,81000,360,7.9,MO,608,OO,Fix
2603,80,80,181600,480,7.65,IL,554,OO,Fix
2604,87.64,87.64,482000,360,7.65,CA,652,OO,ARM
2605,80,100,212000,360,8.55,CA,621,OO,ARM
2606,20,100,26180,360,9.99,IL,695,OO,Fix
2607,90,90,297000,360,8.4,CA,539,OO,ARM
2608,100,100,335000,360,11.55,TX,673,OO,ARM
2609,90,90,351000,480,8.8,IL,630,OO,ARM
2610,90,90,99000,480,8.6,MD,567,OO,ARM
2611,79.02,79.02,137500,360,8.75,IL,545,OO,Fix
2612,90,90,140274,480,8.65,UT,560,OO,ARM
2613,80,100,417600,360,8.85,FL,655,OO,ARM
2614,90,90,306000,360,8.5,CT,570,OO,ARM
2615,80,80,128000,360,10.1,AZ,535,OO,ARM
2616,75,75,285000,360,8.95,CA,545,OO,ARM
2617,77.67,77.67,400000,360,8.05,CA,596,OO,ARM
2618,80,100,412000,480,8.6,CA,662,OO,ARM
2619,80,80,264000,360,6.1,CA,539,OO,ARM
2620,80,100,288000,360,7.75,CA,626,OO,ARM
2621,87.71,87.71,103500,360,10.1,IL,531,OO,ARM
2622,95,95,226100,360,7.9,CO,649,OO,Fix
2623,80,100,276792,480,7.5,NV,645,OO,ARM
2624,89.72,89.72,126500,360,8.9,TX,611,OO,ARM
2625,80,100,184000,480,8.225,NJ,621,OO,ARM
2626,85,85,232900,480,7.85,AZ,541,OO,ARM
2627,80,100,152800,480,8.45,MN,611,OO,ARM
2628,80,80,104000,360,7.95,FL,654,SH,ARM
2629,80,100,149600,480,7.99,CA,640,OO,ARM
2630,70,70,238000,360,9.55,CA,512,OO,ARM
2631,80,100,278400,360,7.25,CA,631,OO,ARM
2632,95,95,161025,480,8.65,FL,606,OO,ARM
2633,80,80,340000,360,8.85,MA,610,OO,ARM
2634,80,100,271200,360,7,CA,694,OO,ARM
2635,80,100,484000,360,6.4,CA,629,OO,ARM
2636,95,95,173850,360,8.55,PA,637,OO,ARM
2637,90,90,301500,360,9.65,CA,634,OO,ARM
2638,90,90,108900,360,10.05,WI,503,OO,ARM
2639,90,90,270450,360,8.05,AZ,635,OO,Fix
2640,80,100,52000,360,10.35,MO,577,IO,Fix
2641,79.37,79.37,500000,360,7.65,CA,576,OO,ARM
2642,80,100,174400,360,7.05,CT,606,OO,ARM
2643,80,100,313600,480,6.99,CA,653,OO,ARM
2644,80,100,335920,360,7.5,CA,622,OO,ARM
2645,80,100,146400,480,6.5,IL,604,OO,ARM
2646,95,100,205200,360,10.75,AZ,694,OO,ARM
2647,80,100,380000,480,7.45,CA,601,OO,ARM
2648,90,90,157500,360,8.8,OR,631,OO,Fix
2649,42.06,42.06,171200,360,8.2,CA,591,OO,Fix
2650,80,100,280000,480,7.99,CA,664,OO,ARM
2651,80,100,288000,480,7.2,NJ,663,OO,ARM
2652,95,95,183350,360,8.2,CA,675,OO,ARM
2653,89.88,89.88,151000,360,9.65,IL,605,OO,ARM
2654,80,100,208000,480,7.55,MA,642,OO,ARM
2655,20,100,26500,360,10,TX,642,OO,Fix
2656,80,100,115600,360,8.25,AZ,615,OO,ARM
2657,90,90,319500,360,7.475,CA,657,OO,Fix
2658,80,100,215960,480,8.3,WA,647,OO,ARM
2659,80,100,358400,360,7.75,CA,643,OO,ARM
2660,79.23,79.23,515000,360,7.4,NY,547,OO,Fix
2661,90,90,67500,360,9.9,TX,638,IO,ARM
2662,90,100,279000,360,9.05,AZ,612,OO,ARM
2663,90,100,85500,360,9.55,MI,539,OO,ARM
2664,90,100,90000,360,10.7,MO,547,OO,ARM
2665,80,100,344000,360,7.3,CA,648,OO,ARM
2666,80,80,448000,360,6.8,FL,611,OO,Fix
2667,84.71,84.71,144000,360,9.9,OH,521,OO,ARM
2668,73.17,73.17,62930,360,7.45,MI,559,OO,Fix
2669,80,100,199960,360,7.3,AZ,633,OO,ARM
2670,90,90,214330,360,8.8,MD,625,OO,Fix
2671,95,95,232750,480,7.85,CA,580,OO,ARM
2672,80,80,168000,360,8.25,IL,578,OO,ARM
2673,85,85,64175,360,9.99,OK,665,OO,Fix
2674,90,90,114300,360,7.95,MI,701,OO,Fix
2675,90,90,162000,480,8.99,KS,601,OO,ARM
2676,89.86,89.86,310000,480,8.6,CA,558,OO,ARM
2677,78.77,78.77,230000,480,8.55,CA,556,OO,ARM
2678,80,100,266320,360,10.1,CA,664,OO,ARM
2679,80,100,188000,480,7.925,CO,646,OO,ARM
2680,95,95,232750,480,7.25,CO,583,OO,ARM
2681,85,85,248200,360,6.75,AZ,600,OO,ARM
2682,85,85,234600,360,7.75,NJ,687,OO,ARM
2683,95,95,152950,360,8.625,TN,722,OO,Fix
2684,90,90,57510,360,9.65,PA,585,OO,Fix
2685,80,100,250400,360,6.55,CA,615,OO,ARM
2686,20,100,24580,360,9.55,TX,706,OO,Fix
2687,80,100,680000,480,8.15,CA,628,OO,ARM
2688,80,100,420000,360,8.05,CA,628,OO,ARM
2689,85,100,161500,360,8.9,MN,530,OO,ARM
2690,95,95,617500,480,9.35,CA,630,OO,Fix
2691,90,90,65540,180,9.25,NY,638,OO,Fix
2692,80,100,448000,480,7.35,HI,701,OO,ARM
2693,90,90,61200,360,8.1,MD,608,IO,Fix
2694,80,100,214400,360,7.95,FL,656,OO,ARM
2695,90,90,145350,360,10.5,LA,562,OO,ARM
2696,80,100,276800,360,7.25,CA,647,OO,ARM
2697,95,95,222775,360,8.5,TN,601,OO,Fix
2698,80,100,180000,480,7.85,MN,637,OO,ARM
2699,85.47,85.47,499999,480,8.99,SC,652,OO,ARM
2700,73.6,73.6,315000,360,7.95,MD,580,OO,ARM
2701,90.53,90.53,172000,360,9.7,LA,564,OO,ARM
2702,80,100,230400,480,7.35,IL,628,OO,ARM
2703,90,90,168300,360,8.95,MO,543,OO,ARM
2704,84.71,84.71,72000,360,10.15,IN,615,IO,Fix
2705,84.1,84.1,125560,360,7.25,WI,664,OO,Fix
2706,20,100,34600,360,10.75,UT,667,OO,Fix
2707,80,100,352720,360,8.65,CA,657,OO,Fix
2708,81.92,81.92,77000,480,8.15,MO,565,OO,ARM
2709,83.75,83.75,134000,360,8.05,FL,632,OO,Fix
2710,80,80,68000,360,8.05,TX,581,OO,Fix
2711,95,95,118750,360,7.5,NE,672,OO,ARM
2712,95,100,85405,360,8.65,MI,616,OO,ARM
2713,90,90,319500,480,8.9,WA,562,OO,ARM
2714,92.2,92.2,378000,480,11.3,CA,633,IO,ARM
2715,43.85,43.85,114000,360,8.875,FL,508,OO,ARM
2716,85,85,161500,360,8.85,AZ,608,OO,ARM
2717,90,90,398700,480,7.05,CA,604,OO,ARM
2718,80,100,415520,360,7.7,NY,685,OO,ARM
2719,20,100,30000,360,9.65,MN,644,OO,Fix
2720,62.22,62.22,280000,360,7.1,FL,625,OO,Fix
2721,100,100,160000,360,10.725,CO,683,OO,ARM
2722,45.78,45.78,206000,360,7.25,MD,611,OO,ARM
2723,80,80,230400,480,7.7,NV,522,OO,ARM
2724,90,90,146250,480,8.99,MI,571,OO,ARM
2725,48.67,48.67,330000,360,7.75,CA,596,OO,Fix
2726,95,95,280250,360,7.5,AZ,633,OO,ARM
2727,80,100,272000,360,7,CA,635,OO,ARM
2728,75,75,952500,480,6.8,CA,583,OO,ARM
2729,80,100,206400,360,7.7,FL,615,OO,ARM
2730,90,100,256500,360,8.4,RI,599,OO,ARM
2731,90,100,517500,360,10.55,FL,571,OO,ARM
2732,90,100,110700,480,7.45,MO,586,OO,ARM
2733,90,100,88200,360,10.1,LA,602,OO,ARM
2734,90,90,153000,480,9.35,FL,570,OO,ARM
2735,95,95,346750,360,6.99,MD,651,OO,ARM
2736,95,95,451250,360,7.05,NY,658,OO,ARM
2737,95,95,50350,360,9,PA,630,OO,Fix
2738,75,75,360000,360,8.65,NJ,565,OO,ARM
2739,87.25,87.25,186800,360,8.6,CA,619,OO,Fix
2740,79.71,79.71,199200,360,8.85,PA,552,OO,ARM
2741,78.46,78.46,51000,360,7.95,IL,528,OO,Fix
2742,80,100,352000,480,7.99,CA,654,OO,ARM
2743,83.42,83.42,171000,360,9.1,FL,525,OO,ARM
2744,90,90,224820,360,9,CA,615,IO,ARM
2745,80,100,135520,480,7.25,FL,634,OO,ARM
2746,78.33,78.33,470000,360,8.15,CA,614,OO,Fix
2747,83.16,83.16,235000,360,7.75,FL,675,OO,ARM
2748,90,90,213300,360,8.8,IL,579,OO,ARM
2749,84.69,84.69,208000,360,8.55,MD,632,OO,Fix
2750,80,80,119200,480,9.55,FL,619,OO,ARM
2751,80,100,264000,480,8.45,NV,676,OO,ARM
2752,90,100,131400,360,10.35,OK,617,OO,ARM
2753,80,100,80800,360,11.05,MI,526,OO,ARM
2754,89.23,89.23,348000,480,9.25,CA,586,OO,ARM
2755,95,95,631750,360,8.25,CA,690,OO,ARM
2756,90,90,436500,360,8.547,FL,651,OO,ARM
2757,80,100,416000,480,7.1,FL,601,OO,ARM
2758,80,100,360000,360,7.75,CA,632,OO,ARM
2759,93.2,93.2,960000,360,9.15,AZ,623,OO,ARM
2760,85,85,127500,360,8.5,IL,614,IO,ARM
2761,80,80,104000,360,9.7,TX,518,OO,Fix
2762,80,100,363200,360,8.75,CA,684,OO,ARM
2763,95,95,155040,360,8.75,LA,696,OO,Fix
2764,89.88,89.88,207150,360,9.95,IN,543,OO,ARM
2765,77.56,77.56,335000,480,6.6,MD,580,OO,ARM
2766,79.12,79.12,180000,360,8.99,MN,501,OO,ARM
2767,80,100,139054,360,8.85,MN,688,OO,ARM
2768,80,100,369600,480,7.8,CA,648,OO,ARM
2769,80,100,135200,360,7.4,NV,632,OO,ARM
2770,90,90,117393,360,8.5,MO,636,OO,Fix
2771,96.77,96.77,254500,360,11.55,WI,677,OO,ARM
2772,90,90,477000,360,7.4,CA,644,OO,ARM
2773,76,76,95000,480,8.45,WA,534,OO,ARM
2774,90,90,152550,480,8.8,MD,619,OO,ARM
2775,95,95,155800,360,9,LA,623,OO,ARM
2776,80,80,115200,360,9.8,OH,507,OO,ARM
2777,80,80,128000,360,8.95,SD,573,OO,ARM
2778,86.59,86.59,76200,360,8.75,TX,613,OO,Fix
2779,72,72,180000,360,7.85,AZ,517,OO,ARM
2780,90,90,117000,360,9.75,WA,571,OO,ARM
2781,82.4,82.4,515000,480,7.25,MA,568,OO,Fix
2782,90,90,125100,360,10.4,FL,627,IO,ARM
2783,95,95,218500,360,6.75,NJ,602,OO,ARM
2784,70,70,88200,360,8.6,LA,511,OO,Fix
2785,77.67,77.67,61750,240,7.95,TX,567,OO,Fix
2786,85,85,227375,360,8.25,MO,532,OO,ARM
2787,74.07,74.07,200000,360,8.35,NJ,514,OO,ARM
2788,80,100,296000,480,7.575,CA,654,OO,ARM
2789,95,95,527250,360,8.25,NJ,626,OO,ARM
2790,69.38,69.38,111000,360,9.025,IL,539,OO,ARM
2791,80,100,452000,360,7.45,CA,662,OO,ARM
2792,90,90,124830,360,8.99,MI,563,OO,ARM
2793,90,90,64800,360,9.45,NY,673,IO,ARM
2794,80,100,165600,360,7.025,FL,632,OO,ARM
2795,80,100,161200,360,7.95,AZ,721,OO,ARM
2796,90,90,243000,480,9.4,FL,561,OO,ARM
2797,80,100,232000,360,7,FL,660,OO,ARM
2798,100,100,246000,480,8.65,PA,637,OO,ARM
2799,80,80,176800,360,9.1,AZ,503,OO,ARM
2800,95,95,304000,360,7.3,IL,688,OO,ARM
2801,69.06,69.06,133919,360,8.625,IL,521,OO,ARM
2802,80,100,176384,360,8.45,FL,638,OO,ARM
2803,75,75,482250,360,10.7,FL,504,OO,ARM
2804,80,100,227200,360,8.1,FL,656,OO,ARM
2805,60,60,270000,360,7.75,NJ,602,OO,Fix
2806,90,99.38,576000,360,8.75,NV,600,OO,ARM
2807,20,100,48000,360,10.35,CO,650,OO,Fix
2808,90,90,368100,480,7.49,CO,626,OO,ARM
2809,85,99.35,896750,480,7.1,MN,682,OO,ARM
2810,80,80,220000,360,9.1,FL,698,IO,ARM
2811,80,100,279200,480,8,IL,667,OO,ARM
2812,85,85,157250,360,11,MO,531,OO,ARM
2813,90,90,373500,480,8.25,NY,616,OO,ARM
2814,62.51,62.51,113000,360,7.99,PA,629,OO,Fix
2815,95,100,105735,360,11.452,TX,603,OO,Fix
2816,60.28,60.28,85000,360,7.2,TX,589,OO,Fix
2817,89.58,89.58,430000,360,7.75,CA,637,OO,ARM
2818,95,95,237500,360,7.1,TX,645,OO,Fix
2819,95,95,166155,360,10.8,NY,607,OO,Fix
2820,60.28,60.28,328500,360,6.9,IL,602,OO,ARM
2821,90,90,81000,360,9.5,AL,551,OO,Fix
2822,95,95,242250,360,7.75,WI,655,OO,ARM
2823,80,80,312000,360,8.15,MD,565,OO,ARM
2824,100,100,79000,360,9.8,TX,632,OO,ARM
2825,85,85,416500,360,9.975,MA,509,OO,ARM
2826,90,90,369000,360,6.99,NY,678,OO,ARM
2827,88.76,88.76,171300,360,7.9,IN,650,OO,Fix
2828,95,95,223250,480,8.5,IL,594,OO,ARM
2829,80,100,268716,360,7.5,CA,634,OO,ARM
2830,90,90,324000,480,8.25,PA,530,OO,ARM
2831,80,100,150080,360,7.875,ID,694,OO,ARM
2832,74.11,74.11,146000,360,8.5,MD,522,OO,ARM
2833,90,100,290700,360,8.65,CO,522,OO,Fix
2834,90,90,103500,360,8.75,PA,635,IO,Fix
2835,95,95,313500,480,7.25,FL,620,OO,ARM
2836,80.37,80.37,219000,360,7.3,NJ,641,OO,ARM
2837,85,85,267750,360,7.15,OK,643,OO,Fix
2838,84.46,84.46,625000,480,8.65,IL,593,OO,ARM
2839,80,100,535200,480,7.75,CA,655,OO,ARM
2840,80,100,172000,360,7.3,FL,615,OO,ARM
2841,75.08,75.08,750000,360,6.99,CA,549,OO,ARM
2842,80,80,364000,480,7.99,CA,654,OO,ARM
2843,70,70,81900,360,10.25,IN,509,OO,ARM
2844,90,90,119700,360,7.99,CO,552,OO,Fix
2845,90,90,230697,360,8.25,MA,656,OO,Fix
2846,80,100,136800,360,8.3,FL,604,OO,ARM
2847,100,100,234000,480,8.925,PA,653,OO,ARM
2848,75,75,221250,480,7.7,NJ,622,OO,ARM
2849,88,88,217360,360,9.15,MN,537,OO,Fix
2850,80,100,200000,360,8.3,FL,615,OO,ARM
2851,100,100,320000,360,8.7,MI,635,OO,ARM
2852,95,95,72200,360,8.7,IN,637,OO,Fix
2853,90,90,115200,360,9.99,OH,545,OO,ARM
2854,80,100,312000,360,6.75,HI,656,OO,ARM
2855,83.08,83.08,540000,360,7.6,CA,659,OO,Fix
2856,50.82,50.82,185000,360,9.1,AZ,577,OO,ARM
2857,85,85,51000,360,10.6,IN,501,OO,ARM
2858,90,90,216000,360,7.125,NV,709,IO,Fix
2859,90,90,139500,240,9.5,NC,665,IO,Fix
2860,80,100,480000,360,7.55,CA,619,OO,ARM
2861,90,90,217800,480,7.99,FL,622,IO,ARM
2862,90,90,130500,360,9.05,FL,635,IO,ARM
2863,85,85,357000,480,7.99,NJ,558,OO,ARM
2864,85,100,89250,360,11.35,TN,593,IO,ARM
2865,100,100,107000,360,11.575,TX,581,OO,Fix
2866,74.49,74.49,547500,360,7.875,NJ,665,OO,ARM
2867,51.94,51.94,174000,360,8.95,AZ,514,OO,ARM
2868,90,90,72000,360,8.1,IN,679,IO,ARM
2869,85,85,180200,360,9.1,IL,514,OO,Fix
2870,90,97.41,121410,360,7.5,OH,625,OO,Fix
2871,20,100,36400,360,11.5,LA,623,OO,Fix
2872,83.82,83.82,580000,360,7.7,FL,639,OO,Fix
2873,79.87,79.87,243200,360,7.2,NJ,507,OO,ARM
2874,90,90,77400,360,9.875,IL,618,OO,ARM
2875,85,85,124950,360,10.175,KY,518,OO,ARM
2876,90,90,211500,360,9.65,MD,607,OO,Fix
2877,90,90,144000,360,9.65,MO,509,OO,ARM
2878,94.9,94.9,372000,360,7.49,TX,664,OO,ARM
2879,85,85,153000,360,8.85,PA,615,OO,ARM
2880,89.99,89.99,156000,360,8.99,GA,624,OO,ARM
2881,80,100,253600,360,7.45,FL,630,OO,ARM
2882,80,100,497600,360,8.1,CA,614,OO,ARM
2883,75,75,100500,360,10.35,MO,507,OO,ARM
2884,80,100,135200,480,8,AZ,621,OO,ARM
2885,89.86,89.86,302750,360,7.375,CA,684,OO,Fix
2886,80,100,464000,360,7.6,CA,640,OO,ARM
2887,95,95,76000,360,10.5,IN,581,OO,Fix
2888,80,80,116000,360,8,TX,519,OO,ARM
2889,90,90,515700,360,10.35,IL,590,OO,ARM
2890,90,90,256500,360,9.85,MI,554,OO,ARM
2891,79.89,79.89,371500,360,8.1,IL,657,OO,ARM
2892,90,90,344700,480,8.35,CA,668,OO,ARM
2893,95,100,102600,360,9.55,WI,610,OO,ARM
2894,95,95,80275,360,10.9,AR,598,OO,ARM
2895,55,55,275000,360,9.85,FL,521,OO,ARM
2896,69.38,69.38,222000,480,8.75,CA,555,OO,ARM
2897,54.44,54.44,245000,360,7.99,NY,535,OO,ARM
2898,80,80,145600,360,7.8,DE,513,OO,Fix
2899,80,100,344000,480,8,NJ,638,OO,ARM
2900,20,100,31000,360,11.05,IL,656,OO,Fix
2901,95,95,218500,360,8.3,FL,654,OO,ARM
2902,80,100,185600,480,8.99,OR,681,OO,ARM
2903,80,100,144640,480,8.175,FL,643,OO,ARM
2904,90,90,305100,360,9.3,NJ,605,IO,ARM
2905,90,90,75600,240,8.5,LA,542,OO,Fix
2906,89.72,89.72,253000,480,7.99,FL,563,OO,ARM
2907,78.26,78.26,180000,360,8.7,FL,568,OO,ARM
2908,96.67,96.67,229100,360,9.15,WY,601,OO,ARM
2909,90,100,270000,360,10.7,IL,674,IO,ARM
2910,78.18,78.18,258000,480,8.99,AZ,504,OO,ARM
2911,85,85,323000,480,8.85,NH,554,OO,ARM
2912,79.94,79.94,275000,360,8.25,FL,542,OO,ARM
2913,80,100,318000,360,7.5,CA,714,OO,ARM
2914,82.5,82.5,214500,480,7.5,CO,597,OO,ARM
2915,89.08,89.08,265000,480,7.625,MD,658,OO,Fix
2916,80,100,348000,360,7.6,CA,660,OO,ARM
2917,80,100,140000,360,9.8,OK,595,OO,Fix
2918,90,90,492300,360,7.547,MD,604,OO,ARM
2919,95,95,158650,360,10.65,GA,540,OO,ARM
2920,80,100,254400,360,7.6,WA,635,OO,ARM
2921,80,100,569600,480,8.05,CA,654,OO,ARM
2922,95,95,346750,360,9.7,FL,630,OO,ARM
2923,75,75,105000,360,8.75,MD,545,OO,Fix
2924,100,100,400000,360,8.25,CA,720,OO,ARM
2925,80,100,356000,360,7.3,CA,612,OO,ARM
2926,80,100,174153,360,8.95,FL,605,OO,ARM
2927,74.38,74.38,90000,360,8.5,PA,527,OO,ARM
2928,20,100,80000,360,11.45,MA,652,OO,Fix
2929,69.27,69.27,133000,360,9.2,CA,500,OO,ARM
2930,80,100,238400,360,7.79,FL,652,OO,ARM
2931,20,100,30000,360,11.85,IL,626,OO,Fix
2932,84.62,84.62,165000,360,7.9,IL,603,OO,ARM
2933,73.02,73.02,143850,360,8.05,TX,579,OO,ARM
2934,70,70,143500,360,9.15,MT,537,OO,ARM
2935,90,90,59400,360,10,IN,667,IO,ARM
2936,80,100,207200,360,7.6,MN,694,OO,ARM
2937,85,85,119000,360,9.65,FL,574,OO,ARM
2938,80,100,166000,480,7.55,MO,624,OO,ARM
2939,80,100,156792,360,7.85,FL,648,OO,ARM
2940,80,80,126400,360,7.55,PA,609,OO,ARM
2941,20,100,88000,360,12.3,CA,648,OO,Fix
2942,95,95,389500,480,10.05,MA,607,OO,ARM
2943,90,90,145800,360,9.1,TX,578,OO,Fix
2944,80,100,540000,360,6.9,AZ,654,OO,ARM
2945,20,100,49980,360,11.6,UT,616,OO,Fix
2946,80,100,358400,360,7.35,CA,660,OO,ARM
2947,90,100,111600,360,10.3,NC,556,OO,Fix
2948,100,100,215000,480,10.3,KS,621,OO,ARM
2949,41.61,41.61,160000,360,8.4,MD,557,OO,Fix
2950,20,100,38000,360,9.65,MN,649,OO,Fix
2951,95,95,90250,360,10.55,NC,598,OO,ARM
2952,90,90,229500,480,9.9,PA,625,OO,ARM
2953,80,100,179200,360,7.2,FL,623,OO,ARM
2954,20,100,51000,360,12.05,CA,615,OO,Fix
2955,80,100,248000,480,8.65,IL,652,OO,ARM
2956,80,100,252000,360,7.1,CA,658,OO,ARM
2957,90,90,185400,360,9.7,PA,540,OO,ARM
2958,95,95,175750,480,8.99,NV,580,OO,ARM
2959,85,85,131750,360,8.95,FL,587,OO,Fix
2960,20,100,29600,360,11.9,MD,601,OO,Fix
2961,90,90,490500,480,7.65,MD,670,OO,ARM
2962,79.95,79.95,403750,360,8.2,NJ,539,OO,Fix
2963,90,90,176400,360,7.75,AZ,536,OO,ARM
2964,80,100,104000,480,8.425,MO,615,OO,ARM
2965,90,90,190350,360,8.9,FL,733,IO,ARM
2966,90,90,243000,360,7,CA,713,OO,Fix
2967,80,100,453600,360,7.7,CA,648,OO,ARM
2968,85.71,85.71,154275,360,8.99,NV,629,IO,Fix
2969,75.36,75.36,104000,360,8.55,TX,521,OO,Fix
2970,48.27,48.27,200300,360,9.45,CA,513,OO,ARM
2971,80,100,158000,480,8.95,MA,612,OO,ARM
2972,54.86,54.86,145000,360,7.5,FL,667,OO,Fix
2973,26.56,26.56,51000,360,8.45,PA,533,OO,ARM
2974,90,90,151200,360,7.95,AZ,565,OO,ARM
2975,95,95,294500,480,9.2,FL,620,OO,ARM
2976,89.99,89.99,203800,360,8.6,NV,667,SH,ARM
2977,85,85,208250,360,7.65,CA,672,OO,ARM
2978,95,95,166250,360,7.49,LA,635,OO,ARM
2979,87.74,87.74,294000,180,6.99,NJ,728,OO,Fix
2980,90,90,450000,360,7.25,NY,556,OO,Fix
2981,75,75,142500,360,10.99,NJ,513,OO,ARM
2982,80,80,323600,360,8.625,PA,526,OO,ARM
2983,90,90,497610,360,7.125,FL,701,OO,Fix
2984,90,90,495000,360,10.2,FL,625,OO,ARM
2985,80,80,432000,360,7.99,CA,569,OO,ARM
2986,80,100,84000,360,9.2,OK,640,OO,Fix
2987,90,90,112500,360,9.975,FL,599,OO,ARM
2988,90,90,103410,480,8,FL,746,OO,ARM
2989,80,100,264000,360,8,FL,651,OO,ARM
2990,85,85,399500,480,8.99,NY,621,IO,ARM
2991,43.82,43.82,149000,240,7.99,FL,603,OO,Fix
2992,87.66,87.66,206000,480,7.45,FL,627,OO,Fix
2993,90,90,207000,360,9.99,WI,520,OO,ARM
2994,80,100,352000,360,7.75,CA,638,OO,ARM
2995,90,90,495000,360,9.15,NY,615,OO,ARM
2996,85,85,569500,360,8.125,CA,605,OO,ARM
2997,80,100,408000,360,7.25,CA,627,OO,ARM
2998,85,85,195925,360,8.35,AZ,550,IO,ARM
2999,80,100,213600,360,8.35,UT,649,OO,ARM
3000,95,95,95893,360,9.65,TX,588,OO,ARM
3001,90,90,67500,360,10.05,MD,670,IO,ARM
3002,80,100,50400,360,8.9,TN,682,IO,Fix
3003,95,95,151050,360,7.45,TX,616,OO,Fix
3004,100,100,112000,360,11.99,TX,626,OO,Fix
3005,95,95,341952,480,8,WA,590,OO,ARM
3006,80,100,158400,480,7.15,CA,630,OO,ARM
3007,94.42,94.42,155800,360,8.625,UT,592,OO,ARM
3008,90,90,468000,480,8,NY,611,OO,ARM
3009,80,100,160000,360,7.75,FL,664,OO,ARM
3010,56.25,56.25,135000,360,9.35,MD,542,OO,ARM
3011,95,100,142500,360,8.75,FL,620,OO,Fix
3012,90,90,297000,480,9.5,MD,593,OO,ARM
3013,85,95,85000,360,9.85,MI,551,IO,ARM
3014,20,100,35000,360,12.35,WA,654,OO,Fix
3015,80,100,590000,360,8.35,CA,656,OO,ARM
3016,79.44,79.44,143000,480,8.65,MN,616,OO,ARM
3017,80,80,189600,480,8.25,FL,591,OO,ARM
3018,95,95,266000,360,9.55,IL,700,OO,ARM
3019,75,75,213750,360,9.4,WI,511,OO,ARM
